Query	Duration	Returned rows	Test type
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.052563	10000	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.049952	7275	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.050080	7275	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.049871	7275	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.050128	7275	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.051880	7275	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.051533	7275	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.049898	7275	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.049983	7275	Histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.049953	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039304	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039368	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039643	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039611	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039360	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.040182	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039500	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039284	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039721	2725	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048087	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048295	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048961	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048644	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048195	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048739	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048728	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048838	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048107	7275	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.039982	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.039998	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.040626	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.040554	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.040155	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.040075	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.040379	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.040305	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 13 and 15	0.040189	2604	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.049514	7273	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.049065	7273	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.049947	7273	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.050181	7273	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.049322	7273	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.049201	7273	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.049254	7273	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.049194	7273	Histogram No index
select * from test.measurement where test.measurement.msm_value between 15 and 20	0.049194	7273	Histogram No index
removing histograms
