Query	Duration	Returned rows	Test type
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.194719	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.186696	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.187672	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.193256	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.193990	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.193975	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.195448	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.192005	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.191626	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.187545	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.192497	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.193653	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.194893	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id join test.rack on test.rack.rack_id = test.server.serv_rack_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.188072	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.126744	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.130574	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.130332	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.128637	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.129982	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.131164	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.143318	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.126045	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546215399.9)and test.measurement.msm_value >15	0.130026	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.129619	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.126777	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.131118	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.130231	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.126668	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.130530	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.129703	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.128385	7275	No histogram No index
select * from test.measurement join test.server on test.measurement.msm_serv_id = test.server.serv_id where test.measurement.msm_datetime>from_unixtime(1546298199.9)and test.measurement.msm_value >15	0.128813	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.052751	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.052604	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.052788	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.053769	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.051904	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.052014	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.053051	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.053219	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9)	0.051836	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.050891	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.050637	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.051044	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.050836	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.051210	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.049751	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.050333	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.049741	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546215399.9) and test.measurement.msm_value >15	0.051083	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.051861	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.052501	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.053430	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.051838	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.052824	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.051873	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.051679	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.052843	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9)	0.052280	10000	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.050764	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.051397	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.051084	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.049815	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.050144	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.050122	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.050075	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.050730	7275	No histogram No index
select * from test.measurement where test.measurement.msm_datetime>from_unixtime(1546298199.9) and test.measurement.msm_value >15	0.050121	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.040261	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039361	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039295	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039682	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.039523	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.040604	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.040024	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.040348	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value < 15	0.040051	2725	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048381	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.047815	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.047778	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048380	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048920	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048880	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048405	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048150	7275	No histogram No index
select * from test.measurement where test.measurement.msm_value > 15	0.048963	7275	No histogram No index
